,close,returns,retweet,p_pos,p_neg,weighted_sentiment
2017-08-27,4291.64,-0.0074982990185568634,,,,
2017-08-28,4385.62,0.02142912518640456,1613.0,10.542439748059092,6.4575602519408974,291.0
2017-08-29,4608.03,0.04826574479766839,61295.0,223.03523914602218,207.96476085397765,-33537.0
2017-08-30,4630.01,0.00474728996265677,142320.0,714.8151374784363,455.18486252156794,6722.0
2017-08-31,4756.66,0.026625825684408733,84208.0,547.0506676088306,333.94933239116716,17188.0
2017-09-01,4830.57,0.01530047178697335,241942.0,1191.234943157702,530.7650568422985,128992.0
2017-09-02,4667.68,-0.03489742227402037,356778.0,824.543035573236,464.4569644267791,289812.0
2017-09-03,4586.44,-0.017713084658253612,717733.0,931.9987248417889,710.0012751582053,-77881.0
2017-09-04,4293.99,-0.06810681906571739,55756.0,109.60369142490248,66.3963085750976,44700.0
2017-09-05,4513.23,0.04857718308173964,5034.0,13.78304238286094,5.216957617139045,4442.0
2017-09-06,4527.47,0.0031452444742871163,38504.0,152.66230978024282,95.33769021975716,19886.0
2017-09-07,4620.0,0.02002813852813847,1766214.0,654.9320718018449,764.0679281981547,-1654178.0
2017-09-08,4353.31,-0.06126143095713367,551078.0,520.1056325342606,496.8943674657382,72236.0
2017-09-09,4247.01,-0.025029373606372526,10963.0,56.87211705454556,31.127882945454516,2715.0
2017-09-10,4347.57,0.023130162366563276,8398.0,9.237342841467276,11.762657158532763,-8398.0
2017-09-11,4284.94,-0.014616307346193905,26598.0,40.7628795789937,49.237120421006296,-26190.0
2017-09-12,3953.52,-0.08382909407312968,165287.0,618.7149850087552,373.2850149912427,26597.0
2017-09-13,3800.01,-0.04039726211246806,5536.0,11.648895158079611,16.3511048419204,-1450.0
2017-09-14,3367.78,-0.1283427064713253,6379.0,35.19235704202896,22.807642957971094,-229.0
2017-09-15,3823.01,0.1190763299075859,120491.0,334.7316660804645,98.26833391953406,108649.0
2017-09-16,3639.93,-0.05029767055959878,521676.0,1736.0928016473028,799.9071983526632,353348.0
2017-09-17,3791.98,0.04009778532587202,16341.0,23.152179812098005,11.847820187902025,15181.0
2017-09-18,3990.41,0.04972671981074622,163694.0,418.28731402759695,159.7126859724021,149578.0
2017-09-19,3889.51,-0.025941571046224236,51731.0,142.5733262544524,87.42667374554748,16907.0
2017-09-20,3833.36,-0.01464772418974479,355843.0,1053.5002674856987,803.4997325142999,-16045.0
2017-09-21,3704.18,-0.0348741151887868,16505.0,33.783921229368815,30.216078770631132,-3023.0
2017-09-22,3627.21,-0.021220166464031527,33111.0,90.28570951602279,55.71429048397708,1395.0
2017-09-23,3783.03,0.041189205478148506,189818.0,598.1707358808587,536.8292641191404,-52226.0
2017-09-24,3763.97,-0.005063802315108888,109809.0,340.78771294018014,291.21228705981974,38641.0
2017-09-25,3908.2,0.03690445729491838,775.0,1.7724512569891817,2.227548743010818,115.0
2017-09-27,4197.99,0.06232268299829196,1608.0,4.734471486008038,5.265528513991961,958.0
2017-09-28,4057.5,-0.03462476894639551,6642.0,27.768613581524264,9.231386418475731,6642.0
2017-09-29,4196.86,0.03320577765281656,3456.0,35.39229727569354,3.607702724306516,2992.0
2017-09-30,4295.96,0.02306818499241156,6604.0,29.97306165984952,11.026938340150489,4644.0
2017-10-01,4409.01,0.025640676705201433,9669.0,22.050465447786415,48.94953455221371,-6723.0
2017-10-02,4417.01,0.0018111799611049103,1214.0,10.472488150137524,3.527511849862464,92.0
2017-10-03,4300.35,-0.02712802446312506,145603.0,462.4278833947494,236.5721166052489,-17823.0
2017-10-04,4178.82,-0.029082372535787774,1938.0,4.676207007824517,2.3237929921754854,1938.0
2017-10-05,4326.18,0.03406238297990388,10660.0,12.351278192153735,20.64872180784627,-9292.0
2017-10-06,4369.0,0.009800869764248045,258.0,1.3043079614381006,0.6956920385619004,258.0
2017-10-07,4443.0,0.016655413009227998,3917.0,17.901969054519792,10.098030945480225,1781.0
2017-10-08,4631.78,0.040757548933671235,8065.0,44.62932246976218,25.370677530237764,6115.0
2017-10-09,4780.01,0.03101039537574199,820.0,4.465370288165627,6.534629711834372,-506.0
2017-10-10,4735.87,-0.009320357188858716,71860.0,181.47977098011603,132.520229019884,11092.0
2017-10-11,4848.0,0.023129125412541276,84066.0,233.2394660666787,142.76053393332194,35866.0
2017-10-12,5712.01,0.1512619900875524,136278.0,476.23019735295236,328.76980264704616,70066.0
2017-10-14,5795.01,0.023299355825097873,2350.0,9.481862598844662,2.518137401155337,2350.0
2017-10-15,5610.01,-0.03297676831235595,9731.0,28.601058696074187,16.398941303925838,7897.0
2017-10-16,5659.83,0.008802384523916745,8006.0,48.42545654665988,28.57454345334018,5908.0
2017-10-17,5496.01,-0.029807078225840146,4037.0,28.848745610873294,9.15125438912675,2023.0
2017-10-18,5631.63,0.02408183776277914,3030.0,10.139536601751672,9.860463398248326,334.0
2017-10-19,5690.62,0.010366181540851399,7590.0,18.105455856544534,4.894544143455466,7410.0
2017-10-20,6099.89,0.06709465252652104,5830.0,17.62662739723927,6.373372602760731,5726.0
2017-10-21,5969.73,-0.02180333113892936,11667.0,31.539358502692497,18.460641497307495,3033.0
2017-10-22,5985.0,0.002551378446115361,8893.0,24.396088535029683,12.603911464970304,6101.0
2017-10-23,5657.35,-0.05791580863831999,2383.0,6.677973086824492,6.322026913175513,2099.0
2017-10-24,5560.0,-0.01750899280575546,2972.0,9.764314761569592,8.235685238430406,1426.0
2017-10-25,5788.96,0.039551145628921265,6937.0,4.149314615733026,17.85068538426696,-6379.0
2017-10-26,5929.49,0.02370018332099384,12944.0,12.730340676528174,21.269659323471863,-12100.0
2017-10-27,5769.01,-0.027817597820076506,12475.0,20.173813883775548,16.826186116224456,-7763.0
2017-10-28,5761.85,-0.0012426564384702577,5779.0,13.463531938304689,9.536468061695304,-3207.0
2017-10-29,6147.36,0.06271147289242851,7075.0,12.628545938995886,8.371454061004115,525.0
2017-10-30,6136.06,-0.0018415726052221249,15412.0,37.28238563355301,16.717614366447005,11448.0
2017-10-31,6445.0,0.04793483320403407,5857.0,20.346243549247106,22.653756450752933,-245.0
2017-11-01,6948.0,0.07239493379389753,8027.0,25.421755328826993,27.57824467117305,-1787.0
2017-11-02,7220.01,0.03767446305476034,4214.0,21.26723220391502,7.732767796084963,1762.0
2017-11-03,7249.69,0.004093968155879683,6038.0,21.573922749707286,8.426077250292705,3628.0
2017-11-04,7436.91,0.025174434005521145,13900.0,14.124303228938258,52.87569677106182,-12700.0
2017-11-05,7209.99,-0.03147299788210526,1808.0,3.250758489737659,6.7492415102623475,-980.0
2017-11-06,7213.05,0.0004242310811654432,1430.0,7.438187029501818,4.561812970498185,-198.0
2017-11-07,7368.98,0.021160323409752692,7402.0,37.30452045417293,11.695479545826986,7402.0
2017-11-08,7340.0,-0.003948228882833728,3763.0,14.541179141276995,16.458820858723016,-229.0
2017-11-09,7310.0,-0.004103967168262654,25371.0,33.80188760657211,14.198112393427907,23787.0
2017-11-10,6834.99,-0.06949680979781979,3687.0,10.453695984153999,6.546304015845999,1319.0
2017-11-11,6005.01,-0.138214590816668,1525.0,8.445216150154476,9.554783849845526,-521.0
2017-11-12,6097.0,0.015087748072822664,1154.0,2.5658759847080237,2.4341240152919768,586.0
2017-11-13,6636.76,0.08132884118154042,1888.0,6.387258716383334,5.612741283616663,784.0
2017-11-14,6848.92,0.0309771467618252,1815.0,7.502807210084981,5.497192789915005,1815.0
2017-11-15,7223.46,0.05185049823768664,461.0,3.6732943262475937,2.326705673752406,181.0
2017-11-16,7900.0,0.0856379746835443,1848.0,7.164299549139969,4.835700450860029,1056.0
2017-11-17,7775.02,-0.016074556721397446,18619.0,67.75972174928233,50.24027825071763,-4599.0
2017-11-18,7788.9,0.0017820231354875786,56832.0,46.86991625580442,58.13008374419559,-31146.0
2017-11-20,7858.98,-0.02087166527971832,11231.0,25.007106728905853,18.992893271094125,-2207.0
2017-11-21,8186.8,0.04004250745101879,102624.0,66.72588544401202,46.274114555987936,-88822.0
2017-11-22,8221.94,0.004273930483559881,3167562.0,568.4922474318594,121.50775256813657,3095924.0
2017-11-23,8090.01,-0.01630776723390951,9833464.0,1663.7337419525963,400.2662580474459,9731762.0
2017-11-24,8262.31,0.020853732188697748,146625.0,43.65729677797034,15.342703222029659,145009.0
2017-11-25,9008.24,0.08280529826025954,36494.0,12.096148109253415,8.903851890746585,34302.0
2017-11-26,9739.0,0.07503439778211318,26112.0,27.730437735188335,12.269562264811674,20726.0
2017-11-27,9799.98,0.006222461678493177,747770.0,1577.138930132931,524.8610698670577,691476.0
2017-11-28,10497.0,0.0664018290940269,238274.0,376.20235152717106,242.7976484728275,195738.0
2017-11-29,10676.01,0.01676750021777801,94452.0,158.42433404970285,146.57566595029712,63346.0
2017-11-30,9824.03,-0.08672408370088441,6577031.0,3465.7482794515495,1415.2517205482604,6423757.0
2017-12-01,10872.5,0.09643320303518044,114579.0,270.73760240479163,138.26239759520823,101183.0
2017-12-02,11070.0,0.017841011743450767,944248.0,1874.7302043559919,1057.2697956440718,832996.0
2017-12-03,11499.99,0.0373904672960585,143310.0,313.6948828273595,174.30511717263963,122610.0
2017-12-04,11578.32,0.00676523018883568,58335.0,144.54033783804536,98.45966216195453,12189.0
2017-12-05,12239.99,0.05405805070102182,40436.0,78.27038632965387,41.72961367034611,22604.0
2017-12-06,14371.75,0.1483298832779585,2437.0,8.386758751366354,6.613241248633664,-507.0
2017-12-07,16125.99,0.10878339872466744,191009.0,577.732245374358,383.2677546256415,60231.0
2017-12-08,15870.2,-0.01611762926743198,3977279.0,1000.163693891801,812.8363061081984,1314541.0
2017-12-09,14100.0,-0.1255460992907802,13032340.0,1069.5073796905558,1131.4926203094446,-11638386.0
2017-12-10,16550.01,0.1480367685578437,7677408.0,1009.644379582933,944.3556204170662,-6892180.0
2017-12-11,16450.12,-0.006072296129146743,900666.0,507.848047337909,728.1519526620901,-658330.0
2017-12-12,17071.82,0.036416738227090066,1012315.0,314.99089360966,248.00910639034112,92699.0
2017-12-13,16801.0,-0.016119278614368175,436189.0,309.53155505174107,174.46844494825953,-29025.0
2017-12-14,17337.38,0.030937777218933944,82735.0,47.906929090391856,40.093070909608116,50107.0
2017-12-15,17726.09,0.021928693806699567,2155540.0,116.04731280561612,178.95268719438465,-2134052.0
2017-12-16,19369.42,0.08484146660044535,13115456.0,524.5387021509653,1340.461297849054,-12918230.0
2017-12-17,18984.0,-0.020302359882005808,264245.0,140.39995720950674,115.6000427904934,-33923.0
2017-12-18,18975.0,-0.0004743083003952569,41109.0,54.9822957807533,53.01770421924673,-20539.0
2017-12-19,17094.93,-0.10997822161307473,85231.0,142.93301332730317,58.066986672697006,10525.0
2017-12-20,16949.99,-0.00855103749323738,926225.0,252.56898796852974,228.43101203147222,-768221.0
2017-12-21,14960.48,-0.13298436948547118,445090.0,161.85984479995184,111.14015520004794,-396428.0
2017-12-22,14799.99,-0.010843926245896097,1112798.0,503.72675391269553,362.2732460873048,346432.0
2017-12-23,14330.01,-0.032796906631607343,2507156.0,1546.3748134776447,1282.6251865223596,98046.0
2017-12-24,14169.0,-0.011363540122803318,1901778.0,1782.8160844303861,1238.183915569612,-156850.0
2017-12-25,15194.99,0.06752159757920208,153763.0,189.97645288177029,120.02354711822994,-83585.0
2017-12-26,16383.87,0.07256405232707541,51135.0,16.78826028252693,10.211739717473082,-42293.0
2018-01-02,15090.01,0.1275797696621805,16986.0,69.04015467474105,26.95984532525894,9070.0
2018-01-03,14986.76,-0.0068894143897680355,82129.0,132.67413527459559,112.32586472540437,-47403.0
2018-01-04,14938.79,-0.003211103442782136,6960.0,28.489239972301032,18.51076002769895,2008.0
2018-01-05,16550.02,0.09735516935931192,409428.0,338.0195247787624,483.9804752212418,-307454.0
2018-01-06,16635.31,0.00512704602439034,2957232.0,684.2519244339024,1054.7480755660981,-2641478.0
2018-01-07,15680.08,-0.06091996979607256,1256743.0,908.4809385627212,549.5190614373003,-618923.0
2018-01-08,15328.99,-0.02290366162415137,16137.0,6.045766248015387,5.954233751984612,-12523.0
2018-01-09,14374.28,-0.06641793536789314,24299.0,13.04434652981575,12.955653470184272,-14911.0
2018-01-10,13369.87,-0.07512488902285511,1017818.0,1428.2761259621984,697.7238740378028,720862.0
2018-01-11,13699.99,0.024096367953553178,11068.0,38.744992456739034,23.25500754326093,9956.0
2018-01-12,14140.0,0.031118104667609635,35545.0,51.3783316230452,54.62166837695474,14647.0
2018-01-13,13862.13,-0.02004525999972593,56699.0,46.6014030058758,31.398596994124244,48303.0
2018-01-14,13620.01,-0.017776785773284967,230246.0,181.954021254929,261.0459787450707,-1604.0
2018-01-15,13024.99,-0.045682952539694885,50174.0,74.92673238673244,52.07326761326762,-1904.0
2018-01-16,11140.14,-0.16919446254714937,4325.0,12.435614286253045,9.564385713746939,2789.0
2018-01-17,11145.01,0.0004369668578135686,568987.0,1180.2260023538395,428.77399764615785,422519.0
2018-01-18,11389.0,0.02142330318728596,695245.0,1677.7574342566616,1056.2425657433353,345347.0
2018-01-20,12234.74,0.0030021071146587148,764060.0,504.41743476633627,369.58256523366515,557730.0
2018-01-21,11583.5,-0.056221349333103104,33663.0,67.23528969139105,13.764710308609006,30405.0
2018-01-22,10589.99,-0.0938159526118533,10116.0,14.968161036744664,12.031838963255307,-1694.0
2018-01-23,10664.58,0.0069941807366066125,31731.0,51.28642835573551,25.713571644264462,-7241.0
2018-01-24,11415.01,0.06574063448039032,155809.0,100.85882803950948,356.14117196049045,-121337.0
2018-01-25,11425.28,0.0008988838785570626,854141.0,1031.1264343899966,713.8735656100006,-53641.0
2018-01-26,11000.0,-0.03866181818181824,17619088.0,1019.0127225056355,4088.987277494368,-17149274.0
2018-01-28,11269.0,-0.018246516993522123,4195812.0,478.9805789861663,1119.0194210138352,-3991020.0
2018-01-29,10943.65,-0.029729569202231465,29395.0,6.511689438800871,7.488310561199138,-3739.0
2018-01-30,9829.53,-0.11334417820587545,30554.0,56.827000682790036,47.172999317209964,-8034.0
2018-01-31,10049.98,0.021935367035556184,500818.0,917.6968377134881,930.3031622865119,-201018.0
2018-02-01,8637.87,-0.16347895951200916,13323.0,14.680536120812844,12.319463879187156,-8489.0
2018-02-02,8380.01,-0.030770846335505635,116702.0,389.9956638383201,216.00433616167862,92390.0
2018-02-03,9084.54,0.07755263337494255,6219634.0,4163.116028968888,1708.8839710311524,5753166.0
2018-02-04,8273.0,-0.09809500785688395,6589063.0,1523.6712081264345,354.328791873624,6502465.0
2018-02-05,6012.88,-0.375879778076396,733187.0,319.00901658645097,185.99098341354934,635563.0
2018-02-06,7491.0,0.19731945000667467,484789.0,774.2708846774184,712.7291153225813,-79077.0
2018-02-07,8138.1,0.07951487447930111,8145103.0,3828.1197305519263,2038.8802694480908,7166861.0
2018-02-08,7843.26,-0.03759151169284203,903226.0,1414.6423212704665,690.3576787295469,558274.0
2018-02-09,8808.7,0.10960073563635955,57557.0,63.534529162063,46.465470837937,-8667.0
2018-02-10,8001.01,-0.1009485052512121,66827.0,90.44542794638123,38.554572053618976,-3577.0
2018-02-11,8490.0,0.057595995288574765,239786.0,338.89515092623316,192.10484907376772,5490.0
2018-02-12,8590.0,0.011641443538998836,124658.0,104.92146261075668,68.07853738924346,-14258.0
2018-02-13,8797.21,0.02355405861631121,18169.0,11.106348358096731,13.893651641903254,-16257.0
2018-02-14,9745.62,0.09731653809608846,5487.0,9.762817351220894,8.237182648779106,-3153.0
2018-02-15,10003.35,0.02576436893640626,42485.0,80.5180193813858,38.481980618614145,-10299.0
2018-02-16,10577.0,0.054235605559232264,15042.0,19.04674369068369,9.953256309316297,2108.0
2018-02-17,10984.98,0.037139803622764866,47251.0,42.202878733038695,20.797121266961295,-8993.0
2018-02-18,10525.0,-0.04370356294536813,24487.0,25.832146052009605,4.167853947990407,22305.0
2018-02-19,11451.34,0.08089358974582889,22667.0,11.875431112924892,8.124568887075112,-8801.0
2018-02-20,10749.15,-0.06532516524562412,9436.0,25.146443654939308,20.853556345060667,3166.0
2018-02-21,10728.25,-0.0019481276070188183,3281.0,6.205129683186463,3.7948703168135207,1765.0
2018-02-22,9826.99,-0.0917127217998594,122260.0,365.3031540988803,222.696845901121,32348.0
2018-02-23,10393.0,0.054460694698354684,2411.0,5.200516542840213,5.799483457159785,295.0
2018-02-24,9714.46,-0.06984845271893661,8233.0,10.119600470025908,5.880399529974083,-2179.0
2018-02-25,9675.79,-0.003996572889655341,5179.0,14.855003952823502,7.144996047176502,4985.0
2018-02-26,10290.03,0.059692731702434276,8678.0,6.157153290031924,2.8428467099680796,4836.0
2018-02-27,10897.5,0.05574397797660008,70965.0,340.8345681417266,126.16543185827405,60263.0
2018-02-28,10418.0,-0.046026108658091765,54921.0,160.84773477068933,58.15226522931044,17477.0
2018-03-01,10993.0,0.05230601291731102,11671.0,18.907661262400318,7.092338737599684,9809.0
2018-03-03,11190.0,-0.014655942806076854,46278.0,91.14728571542142,98.85271428457833,31522.0
2018-03-05,11267.9,-0.021129935480435586,3218.0,7.960024618631867,4.039975381368129,-360.0
2018-03-06,10769.03,-0.04632450647829925,1168.0,5.251979249434548,2.7480207505654475,1046.0
2018-03-07,9790.17,-0.09998396350625174,30568.0,84.57662152936918,61.423378470630865,28982.0
2018-03-08,8640.0,-0.13312152777777778,12850.0,12.22435725778572,12.775642742214288,11860.0
2018-03-09,9323.0,0.07325968036039901,58218.0,35.81469978401764,19.185300215982345,57318.0
2018-03-10,8692.53,-0.07253009192950721,172945.0,448.54565220917993,178.45434779081765,151271.0
2018-03-11,9441.53,0.07933036276959349,52034.0,205.20114851271794,105.79885148728194,24542.0
2018-03-12,9041.0,-0.04430151531910194,286167.0,796.1712013025357,487.82879869746586,174949.0
2018-03-13,9248.4,0.022425500627135466,52268.0,94.12119179089662,49.878808209103354,12088.0
2018-03-14,7895.01,-0.17142346874798123,43833.0,92.67399083620833,56.326009163791426,27219.0
2018-03-15,8038.16,0.01780880201439131,85505.0,144.69152655579418,63.30847344420597,77229.0
2018-03-16,8206.26,0.020484361938325178,1117119.0,1176.4353427846622,630.5646572153445,1081875.0
2018-03-17,7668.42,-0.07013700345051525,96388.0,238.955129927197,126.04487007280206,40300.0
2018-03-18,8184.99,0.06311186696623938,41749.0,25.340730090209068,9.659269909790924,-4005.0
2018-03-19,8592.32,0.047406288406390815,74967.0,251.35709441535818,194.64290558464162,55349.0
2018-03-20,9022.01,0.047626859203215306,777970.0,327.1032863158408,119.89671368415958,709986.0
2018-03-21,9019.51,-0.0002771769198104997,668623.0,508.071784367535,528.9282156324639,307477.0
2018-03-22,8402.02,-0.07349304095919788,893524.0,787.3136789362914,855.6863210637056,285506.0
2018-03-23,8877.74,0.05358570987661267,693226.0,530.3121345500429,486.68786544995675,328138.0
2018-03-24,8541.01,-0.03942507970368839,389673.0,300.22324494231106,244.77675505768985,370951.0
2018-03-25,8429.99,-0.013169647888075838,195750.0,56.26277484422775,43.737225155772286,188014.0
2018-03-26,7860.0,-0.07251781170483458,9350.0,4.518198953838937,4.481801046161058,8522.0
2018-03-27,7860.0,0.0,195337.0,110.02450773674155,157.97549226325825,145679.0
2018-03-28,7870.0,0.0012706480304955528,7238.0,10.616196756171023,11.38380324382896,-5086.0
2018-03-29,6867.3,-0.1460108048286808,6038.0,14.569306461768566,17.430693538231456,4686.0
2018-03-30,6969.0,0.014593198450279784,718481.0,578.0328234193687,298.9671765806297,691401.0
2018-03-31,6934.0,-0.005047591577732911,162145.0,334.44280776324973,131.55719223674964,142407.0
2018-04-01,6992.01,0.008296612848093785,23009.0,13.329390473069257,6.670609526930735,23009.0
2018-04-02,7194.0,0.028077564637197634,5594.0,11.277153790484395,7.722846209515602,4648.0
2018-04-03,7291.99,0.013438032690664658,280201.0,122.08608967801385,114.91391032198614,278077.0
2018-04-04,6767.46,-0.07750766166331234,106234.0,19.79007746944913,19.20992253055086,105758.0
2018-04-05,6767.1,-5.3198563638733364e-05,78919.0,25.491475372869683,22.508524627130296,74391.0
2018-04-06,6850.0,0.012102189781021845,547847.0,228.55197614956734,239.44802385043266,509867.0
2018-04-07,6958.85,0.01564195233407824,33757.0,12.007986788199483,10.992013211800515,33501.0
2018-04-08,7119.99,0.022632054258503093,970700.0,229.77156274229645,223.22843725770355,915150.0
2018-04-09,6789.0,-0.048753866548828954,176574.0,32.186049410287744,31.813950589712242,173002.0
2018-04-10,6818.0,0.004253446758580229,114566.0,98.58358874400349,136.41641125599622,75548.0
2018-04-11,6936.0,0.017012687427912343,807.0,4.988652291158363,2.011347708841643,447.0
2018-04-12,7825.0,0.11361022364217252,13070.0,7.129782365955693,2.870217634044303,-11538.0
2018-04-13,8034.39,0.026061717193215705,7123.0,10.755482646863397,6.2445173531365885,5155.0
2018-04-14,8087.0,0.006505502658587817,302042.0,196.31130356057974,221.6886964394202,289800.0
2018-04-15,8161.69,0.00915129097037496,328407.0,93.1937368183185,93.8062631816815,327669.0
2018-04-16,8025.01,-0.017031754477564436,173544.0,126.76181945224693,82.23818054775319,161092.0
2018-04-17,7934.99,-0.011344689785368406,827565.0,253.65250354970843,192.34749645029157,808847.0
2018-04-18,8190.01,0.03113793511851639,2075663.0,1097.698319666276,491.3016803337174,1994805.0
2018-04-19,8331.01,0.0169247186115489,29628.0,15.056719520886604,8.943280479113382,26544.0
2018-04-20,8870.01,0.0607665605788494,336612.0,222.70998995484896,155.2900100451515,310128.0
2018-04-21,8840.01,-0.0033936613193876475,89834.0,45.92416197351419,39.07583802648594,80334.0
2018-04-22,8865.71,0.0028988090068363293,34852.0,34.828959773011555,17.171040226988474,25326.0
2018-04-23,9192.0,0.035497171453437865,372145.0,522.5717797510957,149.42822024890972,365341.0
2018-04-24,9390.0,0.021086261980830672,114861.0,42.70868046900854,16.29131953099144,114621.0
2018-04-25,8802.79,-0.06670725985738601,15245.0,5.959514453159626,3.040485546840376,14731.0
2018-04-26,9148.99,0.0378402424748523,450143.0,359.99178070086566,373.00821929913405,192671.0
